Age,Age_Group,Gender,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,predicted_label,Attrition,true_label
27,Under 30,Male,Research & Development,Sales Representative,2920,2,1,26,No,1,Yes,1
27,Under 30,Female,Human Resources,Research Director,14670,1,3,11,No,1,No,0
28,Under 30,Female,Research & Development,Research Director,16034,2,3,12,No,1,No,0
33,30-39,Female,Research & Development,Healthcare Representative,13821,2,3,1,Yes,1,Yes,1
23,Under 30,Male,Sales,Research Scientist,14139,4,3,19,No,0,No,0
53,50+,Male,Research & Development,Laboratory Technician,4492,4,1,15,Yes,1,Yes,1
55,50+,Female,Research & Development,Laboratory Technician,5912,4,3,16,Yes,0,No,0
45,40-49,Male,Research & Development,Research Director,9117,1,2,6,Yes,1,Yes,1
54,50+,Male,Sales,Manager,2331,2,2,25,Yes,1,Yes,1
42,40-49,Male,Sales,Research Scientist,18762,2,2,6,Yes,0,Yes,1
51,50+,Female,Research & Development,Healthcare Representative,17172,4,2,7,Yes,0,No,0
42,40-49,Female,Human Resources,Human Resources,9903,1,1,13,No,1,Yes,1
18,Under 30,Male,Research & Development,Sales Representative,19598,4,3,2,No,0,No,0
52,50+,Male,Human Resources,Research Director,17361,1,2,0,No,0,No,0
54,50+,Male,Sales,Research Director,5927,3,1,28,No,0,No,0
28,Under 30,Female,Sales,Sales Representative,8636,4,3,16,No,0,No,0
51,50+,Male,Research & Development,Research Scientist,3844,3,3,6,No,0,No,0
47,40-49,Male,Research & Development,Healthcare Representative,6955,4,1,20,No,0,No,0
18,Under 30,Female,Sales,Healthcare Representative,18916,1,3,18,No,1,No,0
46,40-49,Female,Sales,Manufacturing Director,16212,3,1,18,No,0,No,0
46,40-49,Male,Research & Development,Sales Executive,7598,1,1,12,Yes,1,Yes,1
26,Under 30,Female,Sales,Healthcare Representative,8817,3,1,7,No,1,No,0
36,30-39,Female,Research & Development,Manufacturing Director,6903,3,1,25,No,0,No,0
39,30-39,Female,Research & Development,Sales Representative,15426,3,3,20,Yes,1,No,0
33,30-39,Male,Sales,Sales Executive,11146,2,3,25,No,0,No,0
39,30-39,Female,Research & Development,Sales Executive,7640,4,3,29,No,0,No,0
53,50+,Male,Research & Development,Healthcare Representative,13116,2,1,0,No,1,Yes,1
19,Under 30,Male,Sales,Laboratory Technician,4338,2,3,1,No,1,No,0
37,30-39,Female,Research & Development,Manufacturing Director,19360,1,2,28,No,1,No,0
22,Under 30,Male,Research & Development,Sales Executive,3354,3,1,27,Yes,1,Yes,1
45,40-49,Female,Research & Development,Human Resources,12122,1,2,17,No,1,No,0
37,30-39,Male,Sales,Manufacturing Director,4976,1,1,1,No,1,Yes,1
44,40-49,Male,Sales,Research Scientist,5086,3,2,4,Yes,0,No,0
33,30-39,Male,Sales,Sales Executive,11156,3,3,14,No,0,No,0
56,50+,Female,Research & Development,Research Director,19319,3,3,7,No,0,No,0
55,50+,Female,Research & Development,Manager,7820,3,2,13,No,0,No,0
38,30-39,Female,Sales,Sales Representative,19309,1,1,5,Yes,1,Yes,1
53,50+,Female,Research & Development,Human Resources,8034,2,1,27,Yes,1,Yes,1
48,40-49,Male,Sales,Manager,19337,2,1,29,No,0,No,0
52,50+,Male,Sales,Laboratory Technician,12283,1,2,18,No,0,No,0
58,50+,Female,Research & Development,Sales Representative,2746,2,3,22,No,0,No,0
45,40-49,Female,Research & Development,Manager,6382,2,1,15,No,1,Yes,1
58,50+,Male,Sales,Manager,12799,3,3,0,Yes,1,Yes,1
59,50+,Female,Sales,Research Scientist,9623,3,3,28,No,0,No,0
28,Under 30,Female,Research & Development,Research Scientist,14358,2,1,24,No,1,No,0
50,50+,Female,Research & Development,Human Resources,4212,3,1,27,No,1,No,0
24,Under 30,Female,Research & Development,Sales Representative,3895,2,1,13,Yes,1,Yes,1
21,Under 30,Female,Research & Development,Research Director,6374,1,1,5,No,1,Yes,1
30,30-39,Male,Sales,Sales Representative,10115,2,2,18,No,0,No,0
50,50+,Male,Research & Development,Human Resources,9904,3,2,1,Yes,0,No,0
38,30-39,Male,Research & Development,Laboratory Technician,16304,3,1,6,No,0,No,0
57,50+,Female,Human Resources,Manager,16401,3,3,29,No,0,No,0
26,Under 30,Male,Research & Development,Healthcare Representative,12990,4,3,26,No,0,No,0
56,50+,Male,Sales,Research Scientist,8435,1,3,1,No,0,Yes,1
42,40-49,Male,Research & Development,Laboratory Technician,14795,1,1,9,Yes,1,Yes,1
51,50+,Female,Human Resources,Laboratory Technician,15137,4,2,25,No,0,No,0
28,Under 30,Male,Research & Development,Sales Executive,5381,2,2,3,No,0,No,0
40,40-49,Female,Research & Development,Human Resources,12120,3,1,0,Yes,1,Yes,1
46,40-49,Male,Sales,Research Director,7473,4,1,13,No,0,No,0
53,50+,Male,Research & Development,Healthcare Representative,9387,4,3,26,No,0,No,0
42,40-49,Female,Research & Development,Sales Executive,6899,1,3,5,No,0,No,0
42,40-49,Male,Sales,Manufacturing Director,5828,4,2,12,No,0,No,0
30,30-39,Female,Research & Development,Manager,3635,3,1,1,Yes,1,Yes,1
23,Under 30,Female,Sales,Manager,8899,4,1,11,No,1,No,0
24,Under 30,Female,Research & Development,Research Director,7128,2,1,12,Yes,1,Yes,1
37,30-39,Male,Human Resources,Research Scientist,10040,1,1,23,Yes,1,Yes,1
23,Under 30,Female,Research & Development,Sales Representative,2521,3,3,25,Yes,1,No,0
24,Under 30,Male,Research & Development,Healthcare Representative,4995,2,3,27,No,0,No,0
20,Under 30,Male,Research & Development,Manager,5480,3,1,10,No,0,No,0
50,50+,Male,Sales,Manager,17894,2,2,0,No,0,No,0
34,30-39,Male,Sales,Research Director,14554,2,3,8,No,0,No,0
52,50+,Male,Research & Development,Manufacturing Director,10085,3,1,9,Yes,1,Yes,1
56,50+,Male,Research & Development,Healthcare Representative,9476,2,1,23,No,1,No,0
59,50+,Male,Research & Development,Manager,8594,2,3,1,No,0,No,0
22,Under 30,Male,Research & Development,Research Director,12488,2,3,18,No,0,No,0
52,50+,Male,Research & Development,Manufacturing Director,6765,1,2,6,No,0,No,0
25,Under 30,Male,Research & Development,Sales Executive,15485,2,1,22,No,1,No,0
55,50+,Female,Research & Development,Research Director,17201,1,3,4,No,1,No,0
55,50+,Male,Research & Development,Manufacturing Director,3722,2,3,20,No,0,Yes,1
38,30-39,Male,Research & Development,Healthcare Representative,9680,2,2,18,No,0,No,0
53,50+,Male,Research & Development,Manufacturing Director,14579,4,1,20,No,0,No,0
52,50+,Male,Research & Development,Research Director,16867,2,3,2,No,0,Yes,1
37,30-39,Male,Research & Development,Manager,19783,3,1,16,No,0,No,0
31,30-39,Female,Human Resources,Research Scientist,9553,3,1,1,No,1,No,0
55,50+,Male,Research & Development,Healthcare Representative,12604,4,1,20,No,0,No,0
31,30-39,Male,Research & Development,Manager,16048,3,1,9,Yes,0,Yes,1
36,30-39,Male,Sales,Sales Representative,5358,1,2,27,No,0,No,0
23,Under 30,Female,Research & Development,Sales Executive,4019,4,1,18,Yes,1,Yes,1
47,40-49,Male,Research & Development,Manufacturing Director,10759,2,1,4,No,1,No,0
20,Under 30,Male,Research & Development,Laboratory Technician,4839,3,1,10,No,0,No,0
20,Under 30,Male,Research & Development,Research Scientist,8635,2,3,6,No,0,No,0
51,50+,Female,Research & Development,Healthcare Representative,12332,2,3,7,Yes,1,Yes,1
20,Under 30,Male,Sales,Manager,3065,2,2,11,No,1,No,0
46,40-49,Male,Research & Development,Manufacturing Director,12987,2,1,13,Yes,1,Yes,1
38,30-39,Male,Research & Development,Human Resources,10643,1,1,2,Yes,1,Yes,1
38,30-39,Male,Research & Development,Manufacturing Director,11420,3,1,14,No,0,No,0
20,Under 30,Female,Research & Development,Laboratory Technician,12062,1,3,18,Yes,1,Yes,1
54,50+,Male,Research & Development,Sales Executive,9494,2,3,18,No,0,No,0
34,30-39,Female,Research & Development,Research Director,13875,4,1,6,No,1,No,0
39,30-39,Female,Research & Development,Sales Executive,14170,3,2,11,No,0,No,0
27,Under 30,Female,Sales,Manufacturing Director,19300,4,3,6,No,0,No,0
25,Under 30,Female,Research & Development,Research Director,9376,3,2,4,No,0,No,0
59,50+,Male,Sales,Manager,2510,3,3,3,No,0,No,0
29,Under 30,Male,Research & Development,Human Resources,3861,4,2,22,No,1,No,0
29,Under 30,Male,Research & Development,Sales Representative,16062,2,3,1,No,1,No,0
31,30-39,Male,Research & Development,Human Resources,7883,1,2,19,No,0,No,0
34,30-39,Male,Sales,Manager,17759,3,3,6,No,0,No,0
34,30-39,Female,Sales,Laboratory Technician,11190,4,1,21,No,0,No,0
47,40-49,Female,Research & Development,Sales Executive,10422,2,1,1,No,1,No,0
30,30-39,Female,Research & Development,Sales Representative,5124,2,1,15,No,1,No,0
23,Under 30,Male,Research & Development,Sales Executive,15104,2,1,1,No,1,Yes,1
36,30-39,Male,Sales,Research Director,5250,2,1,3,Yes,1,Yes,1
43,40-49,Male,Research & Development,Sales Representative,6875,2,1,22,Yes,1,Yes,1
30,30-39,Male,Sales,Laboratory Technician,14150,3,2,16,Yes,0,No,0
47,40-49,Female,Research & Development,Sales Executive,5254,1,3,6,No,0,No,0
55,50+,Female,Sales,Manager,15830,3,3,27,No,0,No,0
40,40-49,Male,Human Resources,Sales Representative,15465,1,3,28,No,0,No,0
22,Under 30,Female,Research & Development,Manufacturing Director,2264,4,2,23,No,1,No,0
28,Under 30,Male,Research & Development,Research Scientist,12728,1,1,26,Yes,1,Yes,1
40,40-49,Female,Research & Development,Sales Representative,16485,3,1,25,No,1,No,0
34,30-39,Male,Research & Development,Research Scientist,13320,1,3,6,Yes,1,Yes,1
58,50+,Male,Sales,Manufacturing Director,17533,4,2,29,No,0,No,0
37,30-39,Female,Research & Development,Sales Executive,12615,2,3,0,No,1,Yes,1
47,40-49,Male,Sales,Laboratory Technician,17594,4,3,14,No,0,No,0
30,30-39,Male,Research & Development,Sales Executive,13734,1,2,8,No,0,No,0
36,30-39,Female,Research & Development,Healthcare Representative,6369,4,1,13,No,0,No,0
48,40-49,Male,Research & Development,Sales Representative,8437,4,3,5,No,0,No,0
24,Under 30,Male,Human Resources,Research Director,7281,2,1,18,Yes,1,Yes,1
21,Under 30,Male,Research & Development,Research Scientist,19819,3,2,12,Yes,1,No,0
25,Under 30,Female,Human Resources,Laboratory Technician,6775,4,1,0,No,1,No,0
29,Under 30,Female,Research & Development,Laboratory Technician,3119,1,1,29,No,1,Yes,1
33,30-39,Male,Research & Development,Manager,12957,4,2,16,No,0,No,0
26,Under 30,Male,Sales,Human Resources,13695,3,3,17,No,0,No,0
26,Under 30,Male,Research & Development,Sales Executive,5348,4,2,22,No,0,No,0
39,30-39,Male,Research & Development,Research Director,3123,3,2,15,No,0,No,0
45,40-49,Male,Research & Development,Laboratory Technician,12341,3,3,21,No,0,No,0
30,30-39,Female,Research & Development,Sales Executive,15538,2,2,10,Yes,1,Yes,1
18,Under 30,Female,Sales,Manufacturing Director,18872,4,1,14,No,1,No,0
52,50+,Male,Human Resources,Manufacturing Director,3960,4,3,28,No,0,No,0
59,50+,Female,Research & Development,Research Director,6849,2,2,8,No,0,No,0
41,40-49,Male,Sales,Manager,13966,3,1,26,Yes,1,No,0
44,40-49,Male,Research & Development,Human Resources,5222,3,1,7,No,0,No,0
44,40-49,Female,Research & Development,Manufacturing Director,16315,1,3,3,Yes,1,Yes,1
54,50+,Female,Research & Development,Laboratory Technician,7052,1,2,14,No,1,No,0
44,40-49,Female,Research & Development,Healthcare Representative,9448,2,1,19,No,1,No,0
51,50+,Female,Research & Development,Laboratory Technician,5959,1,1,5,No,1,No,0
25,Under 30,Male,Research & Development,Human Resources,15831,4,3,29,No,0,No,0
51,50+,Male,Research & Development,Research Director,13913,1,2,6,No,0,No,0
38,30-39,Male,Research & Development,Laboratory Technician,5468,1,2,4,Yes,0,Yes,1
52,50+,Male,Research & Development,Sales Executive,16436,2,1,4,No,1,No,0
34,30-39,Male,Research & Development,Healthcare Representative,13979,2,1,29,Yes,1,Yes,1
40,40-49,Male,Research & Development,Manager,15036,4,3,10,Yes,0,No,0
25,Under 30,Male,Human Resources,Healthcare Representative,19042,4,1,9,No,0,No,0
33,30-39,Male,Research & Development,Sales Representative,16244,2,3,28,No,0,No,0
48,40-49,Female,Research & Development,Sales Representative,17699,1,2,17,No,1,No,0
29,Under 30,Female,Research & Development,Research Scientist,18605,2,2,19,No,1,No,0
47,40-49,Female,Research & Development,Research Director,19716,4,3,23,No,0,No,0
41,40-49,Female,Research & Development,Research Scientist,8471,4,2,1,No,0,No,0
48,40-49,Male,Research & Development,Manufacturing Director,13302,4,3,28,No,0,No,0
59,50+,Male,Research & Development,Sales Representative,6137,3,3,0,No,0,No,0
29,Under 30,Male,Research & Development,Manager,16310,1,3,24,No,0,Yes,1
39,30-39,Male,Human Resources,Research Scientist,7529,1,2,7,Yes,1,Yes,1
34,30-39,Male,Sales,Manufacturing Director,3050,3,3,22,Yes,1,No,0
21,Under 30,Female,Human Resources,Laboratory Technician,16387,4,1,27,Yes,1,No,0
50,50+,Male,Research & Development,Manager,19407,2,1,9,No,0,No,0
42,40-49,Male,Sales,Manager,17064,3,3,25,Yes,0,No,0
32,30-39,Female,Research & Development,Research Director,9157,3,1,21,No,0,No,0
58,50+,Female,Sales,Research Director,15480,3,2,21,No,0,No,0
36,30-39,Male,Research & Development,Healthcare Representative,6021,3,1,22,No,0,No,0
33,30-39,Female,Sales,Manufacturing Director,19779,4,2,3,No,0,No,0
47,40-49,Female,Sales,Laboratory Technician,10776,4,3,1,No,0,No,0
26,Under 30,Male,Research & Development,Human Resources,10313,4,1,29,No,1,No,0
39,30-39,Female,Human Resources,Healthcare Representative,2756,4,2,20,No,1,No,0
50,50+,Female,Research & Development,Manufacturing Director,11959,3,2,18,No,0,No,0
52,50+,Female,Sales,Research Scientist,5226,1,3,15,Yes,1,Yes,1
25,Under 30,Female,Sales,Manager,2113,3,1,17,No,1,No,0
56,50+,Female,Research & Development,Healthcare Representative,13230,4,2,16,No,0,No,0
55,50+,Female,Research & Development,Research Scientist,8426,3,2,4,Yes,0,No,0
58,50+,Male,Sales,Healthcare Representative,18526,1,1,12,No,1,No,0
33,30-39,Male,Research & Development,Research Director,3717,4,3,26,No,0,No,0
55,50+,Male,Research & Development,Manufacturing Director,2882,4,3,16,Yes,0,No,0
24,Under 30,Female,Research & Development,Sales Executive,18017,3,3,27,Yes,1,No,0
32,30-39,Male,Research & Development,Research Director,15824,4,1,19,No,0,No,0
54,50+,Male,Research & Development,Sales Representative,11595,3,2,13,No,0,No,0
42,40-49,Female,Research & Development,Human Resources,15195,1,1,0,No,1,Yes,1
26,Under 30,Male,Sales,Research Director,4246,1,1,6,No,1,No,0
45,40-49,Male,Sales,Sales Representative,15713,2,1,6,Yes,1,Yes,1
29,Under 30,Male,Research & Development,Sales Representative,14065,3,1,18,No,0,No,0
59,50+,Male,Sales,Sales Executive,11232,2,3,18,Yes,1,No,0
33,30-39,Male,Research & Development,Manager,10633,3,2,9,No,0,No,0
37,30-39,Male,Research & Development,Human Resources,11451,4,1,0,No,0,No,0
45,40-49,Male,Research & Development,Sales Representative,6225,2,3,11,Yes,1,Yes,1
21,Under 30,Male,Sales,Healthcare Representative,9628,2,1,9,No,1,No,0
35,30-39,Male,Research & Development,Sales Executive,18810,4,1,28,No,0,No,0
34,30-39,Female,Research & Development,Manager,14426,4,3,26,No,0,No,0
51,50+,Male,Sales,Manufacturing Director,6832,4,3,0,Yes,1,Yes,1
27,Under 30,Female,Human Resources,Laboratory Technician,10730,4,2,15,No,0,No,0
47,40-49,Male,Sales,Healthcare Representative,11001,1,2,27,No,0,No,0
49,40-49,Female,Research & Development,Sales Executive,16950,1,3,19,No,0,No,0
46,40-49,Male,Sales,Sales Representative,15168,4,1,13,No,0,No,0
30,30-39,Male,Research & Development,Laboratory Technician,17734,3,2,13,No,0,No,0
26,Under 30,Male,Research & Development,Manager,14900,4,2,13,No,0,No,0
23,Under 30,Male,Research & Development,Sales Representative,19846,2,3,8,No,1,No,0
37,30-39,Male,Human Resources,Manufacturing Director,10799,1,1,11,Yes,1,Yes,1
40,40-49,Female,Research & Development,Sales Representative,17466,1,1,19,No,1,No,0
21,Under 30,Male,Research & Development,Research Director,13762,4,3,5,No,0,No,0
28,Under 30,Male,Research & Development,Human Resources,19685,4,1,29,Yes,1,Yes,1
50,50+,Female,Sales,Human Resources,9493,4,1,4,No,0,No,0
37,30-39,Female,Sales,Sales Representative,12004,3,3,21,No,0,No,0
41,40-49,Female,Research & Development,Sales Executive,4590,3,2,16,Yes,1,No,0
19,Under 30,Male,Sales,Healthcare Representative,12246,2,1,29,No,1,Yes,1
28,Under 30,Male,Research & Development,Sales Executive,12779,4,1,20,Yes,1,Yes,1
57,50+,Female,Human Resources,Sales Executive,13248,4,1,5,Yes,1,Yes,1
37,30-39,Female,Sales,Research Scientist,14784,4,2,10,No,0,No,0
50,50+,Female,Research & Development,Laboratory Technician,13459,2,2,24,Yes,1,Yes,1
19,Under 30,Male,Sales,Human Resources,11338,3,1,11,No,1,No,0
56,50+,Female,Research & Development,Laboratory Technician,3974,2,2,25,No,0,No,0
36,30-39,Male,Research & Development,Manufacturing Director,11797,3,2,11,No,0,No,0
30,30-39,Male,Research & Development,Laboratory Technician,3453,2,2,3,No,0,No,0
30,30-39,Male,Research & Development,Research Scientist,2918,3,1,8,Yes,1,No,0
22,Under 30,Male,Research & Development,Manufacturing Director,18297,4,2,11,No,0,No,0
51,50+,Male,Research & Development,Human Resources,11822,4,2,14,Yes,0,No,0
55,50+,Male,Research & Development,Manager,7359,1,1,1,No,1,Yes,1
45,40-49,Female,Research & Development,Sales Executive,11728,2,3,24,No,0,No,0
26,Under 30,Male,Research & Development,Manager,3037,4,3,25,No,0,No,0
20,Under 30,Male,Sales,Healthcare Representative,15360,2,1,27,No,1,Yes,1
40,40-49,Male,Sales,Research Director,17467,1,2,26,Yes,0,No,0
58,50+,Male,Research & Development,Human Resources,3176,4,1,8,Yes,1,Yes,1
28,Under 30,Female,Research & Development,Manufacturing Director,3742,3,3,10,No,1,No,0
45,40-49,Female,Research & Development,Research Director,12291,2,1,1,No,1,Yes,1
32,30-39,Male,Sales,Research Director,15850,4,3,10,Yes,0,Yes,1
51,50+,Male,Human Resources,Manufacturing Director,12584,4,1,26,No,0,No,0
38,30-39,Male,Research & Development,Sales Executive,4912,3,1,20,Yes,1,Yes,1
57,50+,Male,Sales,Manufacturing Director,11916,1,2,4,Yes,1,Yes,1
26,Under 30,Male,Research & Development,Sales Representative,14696,1,2,21,No,0,No,0
35,30-39,Female,Sales,Laboratory Technician,13423,3,3,10,No,0,No,0
32,30-39,Male,Research & Development,Manager,9935,4,1,10,No,0,No,0
57,50+,Female,Sales,Research Scientist,12358,4,1,4,No,0,No,0
59,50+,Male,Sales,Sales Representative,7229,4,3,23,No,0,No,0
52,50+,Female,Sales,Research Director,14595,1,3,8,Yes,1,No,0
27,Under 30,Female,Sales,Human Resources,13981,3,2,5,No,1,No,0
24,Under 30,Male,Human Resources,Sales Executive,18043,2,2,27,No,1,No,0
40,40-49,Female,Sales,Human Resources,2158,2,1,6,No,1,No,0
57,50+,Female,Research & Development,Laboratory Technician,2994,3,3,18,No,0,No,0
50,50+,Male,Research & Development,Sales Representative,7021,1,1,16,Yes,1,Yes,1
30,30-39,Female,Research & Development,Manager,16580,4,1,27,No,0,No,0
18,Under 30,Female,Research & Development,Human Resources,5119,3,1,26,No,1,No,0
34,30-39,Male,Research & Development,Human Resources,19508,2,2,15,Yes,1,Yes,1
39,30-39,Male,Research & Development,Manufacturing Director,16656,3,1,26,Yes,1,Yes,1
40,40-49,Male,Human Resources,Healthcare Representative,12054,4,2,23,No,0,No,0
44,40-49,Female,Human Resources,Manufacturing Director,6588,1,2,17,No,1,No,0
20,Under 30,Female,Research & Development,Human Resources,15364,3,1,11,No,1,No,0
38,30-39,Female,Research & Development,Healthcare Representative,11169,4,3,20,No,0,No,0
36,30-39,Male,Sales,Human Resources,13438,1,3,0,No,0,No,0
48,40-49,Male,Research & Development,Research Director,5247,4,3,11,No,0,No,0
35,30-39,Female,Research & Development,Research Scientist,13882,2,1,8,Yes,1,Yes,1
52,50+,Female,Research & Development,Manager,17772,2,3,12,No,0,No,0
55,50+,Female,Research & Development,Sales Representative,6547,4,1,17,Yes,1,Yes,1
44,40-49,Female,Sales,Laboratory Technician,7040,1,1,9,No,1,No,0
52,50+,Female,Research & Development,Human Resources,11153,4,1,15,No,0,No,0
48,40-49,Male,Research & Development,Manufacturing Director,12547,2,3,19,No,0,No,0
50,50+,Male,Human Resources,Manufacturing Director,10851,2,1,1,Yes,1,Yes,1
37,30-39,Female,Sales,Manufacturing Director,9919,1,1,1,No,1,Yes,1
42,40-49,Male,Research & Development,Laboratory Technician,6957,3,1,0,No,0,No,0
37,30-39,Male,Research & Development,Manager,14552,3,2,2,No,0,No,0
30,30-39,Male,Research & Development,Human Resources,3990,4,1,0,No,0,No,0
40,40-49,Male,Research & Development,Manager,10976,2,1,12,No,1,No,0
45,40-49,Male,Research & Development,Research Scientist,15078,1,3,27,No,0,No,0
37,30-39,Male,Research & Development,Sales Representative,4697,3,2,27,Yes,1,No,0
38,30-39,Female,Research & Development,Research Director,18533,2,2,25,No,1,No,0
55,50+,Female,Sales,Human Resources,6694,1,2,7,No,1,No,0
20,Under 30,Male,Sales,Laboratory Technician,14681,4,3,2,No,0,No,0
39,30-39,Male,Sales,Human Resources,19178,3,1,2,No,0,No,0
51,50+,Female,Research & Development,Manager,7375,4,3,1,Yes,1,Yes,1
27,Under 30,Female,Sales,Sales Representative,16122,4,2,0,No,1,No,0
34,30-39,Female,Sales,Sales Executive,18043,2,2,12,No,1,Yes,1
36,30-39,Female,Human Resources,Human Resources,8789,2,3,17,Yes,1,No,0
22,Under 30,Male,Research & Development,Laboratory Technician,6887,1,2,26,Yes,1,Yes,1
22,Under 30,Male,Sales,Research Scientist,13440,2,3,26,No,0,No,0
51,50+,Male,Sales,Human Resources,8844,1,2,1,Yes,1,Yes,1
50,50+,Male,Sales,Laboratory Technician,6159,2,1,12,No,0,No,0
32,30-39,Male,Research & Development,Sales Representative,18305,4,3,29,No,0,No,0
19,Under 30,Female,Research & Development,Laboratory Technician,17923,2,3,26,No,1,No,0
53,50+,Male,Research & Development,Research Scientist,9269,2,3,14,No,0,No,0
39,30-39,Male,Research & Development,Human Resources,10434,2,3,18,No,0,No,0
23,Under 30,Male,Research & Development,Laboratory Technician,15927,4,1,6,No,1,No,0
44,40-49,Male,Research & Development,Sales Executive,16261,3,3,1,No,0,No,0
59,50+,Male,Research & Development,Human Resources,8896,1,3,0,Yes,1,Yes,1
55,50+,Male,Sales,Laboratory Technician,18721,4,3,1,No,0,No,0
46,40-49,Female,Research & Development,Manufacturing Director,10898,2,2,1,Yes,1,Yes,1
33,30-39,Male,Human Resources,Laboratory Technician,10065,4,1,16,No,0,No,0
52,50+,Male,Research & Development,Research Scientist,12615,3,2,6,No,0,No,0
58,50+,Female,Research & Development,Human Resources,7875,3,3,27,Yes,1,No,0
59,50+,Female,Research & Development,Sales Executive,8385,1,1,16,No,1,Yes,1
23,Under 30,Male,Research & Development,Sales Representative,12246,3,1,14,Yes,1,No,0
51,50+,Female,Research & Development,Sales Executive,7295,1,3,14,No,0,No,0
58,50+,Female,Research & Development,Research Scientist,15288,3,2,5,Yes,0,No,0
51,50+,Female,Research & Development,Manufacturing Director,13136,3,3,8,No,1,No,0
42,40-49,Male,Sales,Laboratory Technician,16129,1,2,29,No,0,No,0
45,40-49,Female,Sales,Healthcare Representative,12433,4,1,4,No,0,No,0
55,50+,Female,Research & Development,Research Director,8611,3,2,27,No,0,No,0
59,50+,Male,Research & Development,Healthcare Representative,12378,4,1,24,No,0,No,0
30,30-39,Male,Research & Development,Research Scientist,11381,4,2,23,No,0,No,0
30,30-39,Male,Research & Development,Research Director,5839,1,1,17,Yes,1,Yes,1
56,50+,Male,Research & Development,Human Resources,7895,1,1,20,No,0,No,0
52,50+,Female,Research & Development,Sales Executive,6920,4,2,4,No,0,No,0
20,Under 30,Female,Research & Development,Research Director,16206,3,1,3,No,1,No,0
53,50+,Male,Research & Development,Manufacturing Director,11856,3,1,15,Yes,1,Yes,1
46,40-49,Female,Sales,Sales Representative,13623,1,1,12,No,1,Yes,1
39,30-39,Female,Research & Development,Sales Representative,16656,4,1,0,No,1,Yes,1
24,Under 30,Male,Sales,Research Director,2459,4,2,7,No,0,No,0
22,Under 30,Male,Sales,Manager,2605,2,2,20,No,1,No,0
55,50+,Female,Research & Development,Manufacturing Director,6564,3,2,13,Yes,1,No,0
27,Under 30,Female,Research & Development,Research Director,13430,1,2,12,No,1,Yes,1
18,Under 30,Male,Research & Development,Human Resources,8678,1,2,4,No,0,No,0
25,Under 30,Male,Research & Development,Sales Executive,17788,4,2,17,Yes,1,No,0
39,30-39,Female,Research & Development,Laboratory Technician,4530,4,2,13,No,0,No,0
39,30-39,Female,Research & Development,Healthcare Representative,17693,3,3,21,No,0,No,0
32,30-39,Female,Research & Development,Human Resources,11068,3,3,27,No,0,No,0
56,50+,Male,Sales,Research Director,18537,2,3,8,Yes,1,No,0
47,40-49,Male,Research & Development,Sales Representative,10658,3,2,29,No,0,No,0
35,30-39,Female,Research & Development,Manager,14038,4,2,28,No,0,No,0
23,Under 30,Female,Research & Development,Research Director,5869,2,3,26,No,1,No,0
29,Under 30,Female,Research & Development,Sales Executive,16055,2,1,16,No,1,No,0
56,50+,Male,Sales,Research Scientist,4092,2,3,13,No,0,Yes,1
19,Under 30,Male,Sales,Research Director,5084,3,3,17,Yes,1,No,0
23,Under 30,Female,Sales,Manager,12981,3,3,13,No,0,No,0
39,30-39,Male,Research & Development,Sales Representative,13352,2,3,13,Yes,1,No,0
21,Under 30,Female,Research & Development,Healthcare Representative,3041,1,1,14,No,1,Yes,1
32,30-39,Female,Sales,Sales Representative,10763,4,3,19,No,1,No,0
54,50+,Male,Research & Development,Human Resources,3942,1,2,22,No,0,Yes,1
50,50+,Female,Research & Development,Healthcare Representative,15714,4,2,1,No,0,No,0
47,40-49,Female,Sales,Sales Representative,19456,3,2,9,No,0,No,0
58,50+,Female,Research & Development,Manufacturing Director,3020,3,2,15,Yes,1,No,0
35,30-39,Female,Sales,Healthcare Representative,11817,4,3,13,No,0,No,0
57,50+,Male,Research & Development,Healthcare Representative,12283,2,3,15,No,0,No,0
31,30-39,Male,Human Resources,Healthcare Representative,12216,4,2,19,No,0,No,0
37,30-39,Male,Research & Development,Laboratory Technician,10955,2,3,7,No,0,No,0
53,50+,Male,Research & Development,Healthcare Representative,5570,3,3,7,No,0,No,0
38,30-39,Female,Sales,Manager,8654,1,3,22,No,1,No,0
54,50+,Female,Research & Development,Sales Representative,8924,2,2,16,No,1,No,0
45,40-49,Female,Research & Development,Manufacturing Director,17318,2,3,17,No,1,No,0
34,30-39,Female,Research & Development,Laboratory Technician,6140,3,1,28,No,0,No,0
52,50+,Male,Human Resources,Research Director,3232,2,2,25,No,0,No,0
35,30-39,Female,Research & Development,Healthcare Representative,4729,4,1,0,No,1,Yes,1
43,40-49,Male,Research & Development,Sales Representative,5594,2,2,18,No,0,No,0
57,50+,Male,Research & Development,Research Director,11296,4,2,2,No,0,No,0
47,40-49,Male,Research & Development,Human Resources,3743,1,3,6,No,0,No,0
20,Under 30,Female,Research & Development,Manager,14790,1,3,11,Yes,1,Yes,1
49,40-49,Female,Sales,Sales Representative,3136,3,1,19,No,1,No,0
32,30-39,Male,Research & Development,Research Director,2978,3,2,29,No,0,No,0
22,Under 30,Female,Research & Development,Manager,10595,1,3,9,No,1,No,0
43,40-49,Female,Sales,Manager,2485,4,1,10,No,1,No,0
